カテゴリ,講座名,ユニット番号,ユニット名,スライド番号,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,Googleスライド,Canvaスライド,Canva動画,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,3,「指示待ち」からの脱却（主体性の発揮）,16,小さな成功体験の積み重ねが自信を生む,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,3,「指示待ち」からの脱却（主体性の発揮）,17,失敗から学ぶ：PDCAの「C（Check）」の重要性,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,3,「指示待ち」からの脱却（主体性の発揮）,18,グロースマインドセット：能力は成長すると信じる,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,3,「指示待ち」からの脱却（主体性の発揮）,19,主体性が評価される組織文化を理解する,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,3,「指示待ち」からの脱却（主体性の発揮）,20,ボトムアップ vs トップダウン：組織の意思決定スタイル,4,5,4,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,3,「指示待ち」からの脱却（主体性の発揮）,21,「任せてください」と言える仕事を増やす,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,3,「指示待ち」からの脱却（主体性の発揮）,22,実践ワーク：明日から実行できる小さな主体的行動リスト,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,1,キャリア自律の時代：終身雇用からジョブ型雇用へ,5,5,5,5,入社6ヶ月フォローアップ講座_Unit4,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,2,Z世代のキャリア観：会社に依存しない生き方,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,3,心理学の「ロキュス・オブ・コントロール」：内的統制と外的統制,4,5,4,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,4,キャリアは「会社が決める」ものではなく「自分で創る」もの,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,5,プロティアン・キャリア：変幻自在なキャリア形成,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,6,市場価値とは：あなたは転職市場でいくらの価値があるか,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,7,ポータブルスキル：どこでも通用する能力を磨く,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,8,専門性 vs 汎用性：T字型人材を目指す,4,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,9,自分の「強み」を言語化する：才能の棚卸し,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,10,ストレングスファインダー：34の資質から強みを発見,4,5,4,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,11,キャリアアンカー：あなたが仕事で譲れない価値観,4,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,12,3年後・5年後・10年後のキャリアビジョンを描く,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,13,「この会社で何を学ぶか」を明確にする,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,14,社内キャリアパス：昇進・異動・専門職ルート,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,15,副業・兼業の時代：パラレルキャリアという選択肢,5,5,4,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,16,学び続ける習慣：リスキリングとアップスキリング,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,17,資格取得は意味があるか？：資格よりも実務経験,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,18,メンターを見つける：ロールモデルの重要性,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,19,ネットワーキング：人脈が未来のキャリアを拓く,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,20,キャリアの「軸」を持つ：ブレない自分の確立,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,21,6ヶ月時点でのキャリア棚卸しシート作成,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社6ヶ月フォローアップ講座,4,Z世代のキャリア自律とは何か,22,実践ワーク：自分のキャリアビジョンを1枚の紙にまとめる,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,1,入社1年：あなたは本当に成長したのか？,5,5,5,5,入社1年フォローアップ講座_Unit1,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,2,成長の「見える化」：定量評価と定性評価,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,3,脳科学が証明：振り返りが成長を加速させる,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,4,1年前の自分と今の自分：スキルマップで比較する,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,5,できるようになったこと30個を書き出す,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,6,技術スキル vs ヒューマンスキル：両輪の成長,4,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,7,「強み」の発見：他者からのフィードバックを集める,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,8,ジョハリの窓：自分が知らない自分の強み,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,9,360度評価の活用：上司・同僚・後輩からの視点,4,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,10,強みを活かす仕事の選び方,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,11,まだできないこと：課題の明確化,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,12,弱みを「克服」するか「補完」するか,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,13,優先的に改善すべき課題の見極め方,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,14,失敗経験から学んだこと：振り返りの価値,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,15,心理学の「学習性無力感」：失敗を引きずらない方法,4,5,4,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,16,成長曲線：最初は緩やか、後から急上昇する,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,17,プラトー（停滞期）の乗り越え方,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,18,上司からの評価と自己評価のギャップを埋める,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,19,キャリアの「棚卸し」：経験・スキル・知識の整理,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,20,ポートフォリオ思考：自分の実績を可視化する,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,21,1年間の「成長物語」を言語化する,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,1,1年間の成長の棚卸し（強みと課題）,22,実践ワーク：成長の棚卸しシートを完成させよう,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,1,2年目から始まる「教える」役割,5,5,5,5,入社1年フォローアップ講座_Unit2,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,2,OJT（On-the-Job Training）とは何か,5,5,5,3,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,3,教えることで自分も成長する：ラーニングピラミッド,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,4,心理学が証明：教える人の理解度は90%に達する,4,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,5,後輩指導は「面倒」ではなく「成長の機会」,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,6,後輩から見た「理想の先輩」とは,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,7,1年前の自分を思い出す：共感力が信頼を生む,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,8,ティーチング vs コーチング：教え方の使い分け,4,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,9,ティーチング：知識・スキルを「教える」,5,5,5,3,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,10,コーチング：答えを「引き出す」質問力,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,11,「やってみせ、言って聞かせて、させてみて、褒める」山本五十六の教え,5,5,5,5,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,12,後輩への指示の出し方：5W1Hで明確に,5,5,5,4,,,,,,,,,,,,,,,
新入社員フォローアップ,入社1年フォローアップ講座,2,後輩指導の心構え（OJTの基本）,13,「わかった？」ではなく「どこまでわかった？」,5,5,5,5,,,,,,,,,,,,,,,
